title,video_id,youtube_url,thumbnail_url,published_at,category
1991 Christmas Severinos PARTY Frog Pond,xOUiZ30Dm3E,https://www.youtube.com/watch?v=xOUiZ30Dm3E,https://i9.ytimg.com/vi/xOUiZ30Dm3E/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLAOsICMIscxQ9217PWHXzow-BKUuQ,2020-08-12T13:51:10Z,
1990 SPRING BBQ,PW8gZ43WdYw,https://www.youtube.com/watch?v=PW8gZ43WdYw,https://i9.ytimg.com/vi/PW8gZ43WdYw/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLB9uzeizKnwumm6EWOHhMuHjYKiAg,2020-08-12T13:51:09Z,
1991 EASTER,RN1dC6YhRJM,https://www.youtube.com/watch?v=RN1dC6YhRJM,https://i9.ytimg.com/vi/RN1dC6YhRJM/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLDNqcW-YZfUiRqkFjpEXuPuWXa1FQ,2020-08-12T13:51:09Z,
1991 OCTOBER PUMPKIN PICKING,85Qt4SP__nM,https://www.youtube.com/watch?v=85Qt4SP__nM,https://i9.ytimg.com/vi/85Qt4SP__nM/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLDcEMXVuZ0LMczRAhwhYrNfWMJ8jQ,2020-08-12T13:51:18Z,
1991 NORWAY,pOWJi6rBsq0,https://www.youtube.com/watch?v=pOWJi6rBsq0,https://i9.ytimg.com/vi/pOWJi6rBsq0/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLBCoxNw4d6h5pWYHAqM4XyvyTV3_A,2020-08-12T13:51:18Z,
1991 Disney,hunx2GNkTJk,https://www.youtube.com/watch?v=hunx2GNkTJk,https://i9.ytimg.com/vi/hunx2GNkTJk/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLDQ3XrYbbX_73WZGfhx1S51Pbx64Q,2020-08-12T13:51:17Z,
1991 DISNEY CHARACTERS LUKE LINDSAY,eJt6fxexACk,https://www.youtube.com/watch?v=eJt6fxexACk,https://i9.ytimg.com/vi/eJt6fxexACk/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLDeVfLrd5KhEWCJiqniKV7jmi23qg,2020-08-12T13:51:14Z,
1991 CHRISTMAS MORNING FROG POND,2ga_wP-23Gw,https://www.youtube.com/watch?v=2ga_wP-23Gw,https://i9.ytimg.com/vi/2ga_wP-23Gw/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLAEUWcGCRfZATCM4-_ucdF_UALBAQ,2020-08-12T13:51:12Z,
1991 Church Concert,7QhkvZG-eEs,https://www.youtube.com/watch?v=7QhkvZG-eEs,https://i9.ytimg.com/vi/7QhkvZG-eEs/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLBwj0VBZxTtcxE3nPEEFWkxDzCAAQ,2020-08-12T13:51:11Z,
1991 ORLANDO LUKE LINDS,89SLVdHQBEg,https://www.youtube.com/watch?v=89SLVdHQBEg,https://i9.ytimg.com/vi/89SLVdHQBEg/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLD3xLMSdraR8FKrcwWSaeGyRgx2cA,2020-08-12T13:51:10Z,
1991 Christmas Severinos PARTY Frog Pond,xOUiZ30Dm3E,https://www.youtube.com/watch?v=xOUiZ30Dm3E,https://i9.ytimg.com/vi/xOUiZ30Dm3E/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLAOsICMIscxQ9217PWHXzow-BKUuQ,2020-08-12T13:51:10Z,
1990 SPRING BBQ,PW8gZ43WdYw,https://www.youtube.com/watch?v=PW8gZ43WdYw,https://i9.ytimg.com/vi/PW8gZ43WdYw/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLB9uzeizKnwumm6EWOHhMuHjYKiAg,2020-08-12T13:51:09Z,
1991 EASTER,RN1dC6YhRJM,https://www.youtube.com/watch?v=RN1dC6YhRJM,https://i9.ytimg.com/vi/RN1dC6YhRJM/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLDNqcW-YZfUiRqkFjpEXuPuWXa1FQ,2020-08-12T13:51:09Z,
1991 Nevinwood Pool,R0R8cKxEH_M,https://www.youtube.com/watch?v=R0R8cKxEH_M,https://i9.ytimg.com/vi/R0R8cKxEH_M/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLB4kVesTg7pab5b7SwFWQBCYjQhCw,2020-08-12T13:51:08Z,
1991 Christmas Eve Mobergs,Vv-G8MEDThg,https://www.youtube.com/watch?v=Vv-G8MEDThg,https://i9.ytimg.com/vi/Vv-G8MEDThg/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLCdGf0Rjyxn3YjM7o7EmrzcP3G3xQ,2020-08-12T13:51:07Z,
1991 LINDSAY KG,PCQqs2HhQ-U,https://www.youtube.com/watch?v=PCQqs2HhQ-U,https://i9.ytimg.com/vi/PCQqs2HhQ-U/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLC6FNaG-qq1CU6aId7mBX6ENMgAFw,2020-08-12T13:51:06Z,
1992 Christmas Severino,jbew8UNB1yI,https://www.youtube.com/watch?v=jbew8UNB1yI,https://i9.ytimg.com/vi/jbew8UNB1yI/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLDsddLqCiYqjiJyVAnIYRXV1eKgUA,2020-08-12T13:51:05Z,
1991 TED'S BIRTHDAY,osEUKAcLFu8,https://www.youtube.com/watch?v=osEUKAcLFu8,https://i9.ytimg.com/vi/osEUKAcLFu8/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLCoANJ6IkUXbkuQ0o3NeaDzgEm4Ug,2020-08-12T13:51:03Z,
1991 FAWCETT FIRST DAY,cjrElto1f8M,https://www.youtube.com/watch?v=cjrElto1f8M,https://i9.ytimg.com/vi/cjrElto1f8M/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLB3XgU_m1rUjfAgUb0xtLpwyss7sA,2020-08-12T13:51:02Z,
1991 Petting Zoo Summer 91,mmXJRwMZ2w4,https://www.youtube.com/watch?v=mmXJRwMZ2w4,https://i9.ytimg.com/vi/mmXJRwMZ2w4/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLDuEt4RiD8oFezrJ1opR_ub9h-oRg,2020-08-12T13:51:01Z,
1991 KEVIN'S BIRTHDAY GIFTS,CpNoyA4aE_g,https://www.youtube.com/watch?v=CpNoyA4aE_g,https://i9.ytimg.com/vi/CpNoyA4aE_g/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLB1boL8sG1WodFS_llstJ1DbztiPQ,2020-08-12T13:51:00Z,
1992 ALEX IN SNOW,MYZEJIJpnMY,https://www.youtube.com/watch?v=MYZEJIJpnMY,https://i9.ytimg.com/vi/MYZEJIJpnMY/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLBes-erTNhdxDHVKDoMH_JWRwjfYw,2020-08-12T13:50:59Z,
1991 Christmas Severinos,e0dNc2C5CkY,https://www.youtube.com/watch?v=e0dNc2C5CkY,https://i9.ytimg.com/vi/e0dNc2C5CkY/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLBItxLWyBi3thzt10lkxuFT8JUOjQ,2020-08-12T13:50:50Z,
1991 CHRISTMAS EVE FAWCETT,1ESnvlCECIU,https://www.youtube.com/watch?v=1ESnvlCECIU,https://i9.ytimg.com/vi/1ESnvlCECIU/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLB9Whw0j5VTbwHolR75DS6WZrYHEg,2020-08-12T13:50:48Z,
1991 GAME FARM FAWCETTS,70Vbh1wf-mQ,https://www.youtube.com/watch?v=70Vbh1wf-mQ,https://i9.ytimg.com/vi/70Vbh1wf-mQ/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLAGhfcYPvxeSPa8jhgrPxwePKpg7A,2020-08-12T13:50:48Z,
1991 DISNEY LUKE AND LINDSAY,EKBSFsi29ag,https://www.youtube.com/watch?v=EKBSFsi29ag,https://i9.ytimg.com/vi/EKBSFsi29ag/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLBzVipncZTmnT0j-STFTAenfFl-iw,2020-08-12T13:50:48Z,
1991 STEVEN CHRISTENING PARTY,LyoCBJMob5s,https://www.youtube.com/watch?v=LyoCBJMob5s,https://i9.ytimg.com/vi/LyoCBJMob5s/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLC4Qnv3IdoL9OrJLpElAmU2huCzeQ,2020-08-12T13:50:48Z,
1992 CHRISTMAS EVE MOBERGS,MXAr6ssQ3pA,https://www.youtube.com/watch?v=MXAr6ssQ3pA,https://i9.ytimg.com/vi/MXAr6ssQ3pA/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLDbUzgvtzJTk15oWAu44X-9aaONiQ,2020-08-12T13:50:48Z,
1991 HALLOWEEN,Op22bVInUJo,https://www.youtube.com/watch?v=Op22bVInUJo,https://i9.ytimg.com/vi/Op22bVInUJo/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLDQv0DA0ySWyFBgWWVrWdK26JG9fQ,2020-08-12T13:50:48Z,
1992 ADVENTURELAND,WdlgKPK0B8w,https://www.youtube.com/watch?v=WdlgKPK0B8w,https://i9.ytimg.com/vi/WdlgKPK0B8w/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLC7VTobwHi5DaSkskIXjjgweCjceQ,2020-08-12T13:50:48Z,
1991 MOTHERS DAY,_VVIpgoUFqU,https://www.youtube.com/watch?v=_VVIpgoUFqU,https://i9.ytimg.com/vi/_VVIpgoUFqU/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLDtc3q-RmKimFHCUATUtj88__X5tw,2020-08-12T13:50:48Z,
1991 March Kevin First Birthday,aMfl6vbTUog,https://www.youtube.com/watch?v=aMfl6vbTUog,https://i9.ytimg.com/vi/aMfl6vbTUog/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLBoo8si0gSGdvpfTyDdFwFlGgIRhw,2020-08-12T13:50:48Z,
1991 LUKES 8TH BIRTHDAY,aeJx8Vo9EtE,https://www.youtube.com/watch?v=aeJx8Vo9EtE,https://i9.ytimg.com/vi/aeJx8Vo9EtE/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLBuPu9-Maf6XGTzUPNx5ONhXVMdsA,2020-08-12T13:50:48Z,
1992 ALEX SECOND BDAY,edDx7rlj4eg,https://www.youtube.com/watch?v=edDx7rlj4eg,https://i9.ytimg.com/vi/edDx7rlj4eg/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLD0Pq9heQeghWbnxnHS_FSrN--1Cg,2020-08-12T13:50:48Z,
1991 DECEMBER KEVIN ALEX,gGRMOaTfD9M,https://www.youtube.com/watch?v=gGRMOaTfD9M,https://i9.ytimg.com/vi/gGRMOaTfD9M/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLAhfFIGdpk3cUSAd6BVJrQRNDeXpg,2020-08-12T13:50:48Z,
1991 CHRISTMAS MORNING FAWCETTS,jX1rJA9CRX0,https://www.youtube.com/watch?v=jX1rJA9CRX0,https://i9.ytimg.com/vi/jX1rJA9CRX0/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLD3PbA-0lB47LtyBB6DHe5ucwlELg,2020-08-12T13:50:48Z,
1991 JANUARY Kevin at Home,oqNYDTqZQxA,https://www.youtube.com/watch?v=oqNYDTqZQxA,https://i9.ytimg.com/vi/oqNYDTqZQxA/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLAmUsM43lDGofqVUCOyPy6tOox0tA,2020-08-12T13:50:48Z,
1992 ALEX CATS,rEIxd5Ip4gQ,https://www.youtube.com/watch?v=rEIxd5Ip4gQ,https://i9.ytimg.com/vi/rEIxd5Ip4gQ/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLB1qLTdTOb_PhCPXOmPyCjzQqm3zw,2020-08-12T13:50:48Z,
1990 NOVEMBER TED AND DAWNS,sjsRVvRDhgA,https://www.youtube.com/watch?v=sjsRVvRDhgA,https://i9.ytimg.com/vi/sjsRVvRDhgA/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLBxRpnqTtgalLt9PQULHQq9ounRPQ,2020-08-12T13:50:48Z,
1991 TOMMYS BIRTHDAY,tChW68LYH7g,https://www.youtube.com/watch?v=tChW68LYH7g,https://i9.ytimg.com/vi/tChW68LYH7g/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLAiczbGaaVe5-qMwsLgEUENsDyfAQ,2020-08-12T13:50:48Z,
1990 Ted's Birthday Gathering,y-jK9B7RBPE,https://www.youtube.com/watch?v=y-jK9B7RBPE,https://i9.ytimg.com/vi/y-jK9B7RBPE/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLD3ew_tewSUhn_N51uq4YKN-uSHjQ,2020-08-12T13:50:48Z,
1989 LINDSAY DANCE,iV-lWq79s98,https://www.youtube.com/watch?v=iV-lWq79s98,https://i9.ytimg.com/vi/iV-lWq79s98/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLBMtEmk8vjzXtMSpsuQpcOPW3006Q,2020-08-12T13:43:57Z,
1980 Severinos at the Cabin,MlUZ2-_m3mQ,https://www.youtube.com/watch?v=MlUZ2-_m3mQ,https://i9.ytimg.com/vi/MlUZ2-_m3mQ/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLDddN_3lb9jfMZ6t1Mag1N6warH9w,2020-08-12T13:43:54Z,
1989 LUKE BASEBALL,RSoIXy8Ae2E,https://www.youtube.com/watch?v=RSoIXy8Ae2E,https://i9.ytimg.com/vi/RSoIXy8Ae2E/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLB3_r0Wwq-HVxMZLQnRWVk9kFePvw,2020-08-12T13:43:53Z,
1990 Fall Kevin Walking Teeth,Yc-vx7ptsdU,https://www.youtube.com/watch?v=Yc-vx7ptsdU,https://i9.ytimg.com/vi/Yc-vx7ptsdU/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLAW2Gurv3GD7qgKOMbXsKhiVwS6Jg,2020-08-12T13:43:53Z,
1988 SYLVIA ED SEATTLE,Ef47Xeh0hNo,https://www.youtube.com/watch?v=Ef47Xeh0hNo,https://i9.ytimg.com/vi/Ef47Xeh0hNo/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLDh8mEFjIo7hhfrajmp0uiX7qo3rQ,2020-08-12T13:43:52Z,
1988 PORTLAND TRIP,PRtNKIWw8ys,https://www.youtube.com/watch?v=PRtNKIWw8ys,https://i9.ytimg.com/vi/PRtNKIWw8ys/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLDnxm8kZjQcRHvaVKzKaVk-GTLqQQ,2020-08-12T13:43:52Z,
1965 thru 1968 CHRISTMAS,KUno35ra7fo,https://www.youtube.com/watch?v=KUno35ra7fo,https://i9.ytimg.com/vi/KUno35ra7fo/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLB83dRrJWEChEBjdZJdIdAPRrfAZw,2020-08-12T13:43:51Z,
1962 SUMMER & DEBBIES FIRST BIRTHDAY,kNFgIrt9ZMI,https://www.youtube.com/watch?v=kNFgIrt9ZMI,https://i9.ytimg.com/vi/kNFgIrt9ZMI/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLDqPIjzP4PQF_S34OU7x5Eh9wLv-g,2020-08-12T13:43:51Z,
1989 CHRISTMAS PARTY 2,IC9d-d-YJws,https://www.youtube.com/watch?v=IC9d-d-YJws,https://i9.ytimg.com/vi/IC9d-d-YJws/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLBuQQ-of5SwP5muwiBBV7EvA9_PZw,2020-08-12T13:43:50Z,
1990 Thanksgiving Severinos,iygRJCfgcpE,https://www.youtube.com/watch?v=iygRJCfgcpE,https://i9.ytimg.com/vi/iygRJCfgcpE/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLAXHfsfwZhsJj5rPPGSEnOUvK8afg,2020-08-12T13:43:50Z,
1990 Christmas Severinos,kP0_Cq90NGk,https://www.youtube.com/watch?v=kP0_Cq90NGk,https://i9.ytimg.com/vi/kP0_Cq90NGk/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLBzF0_trt4C4Wzk0GttoAk41A7xiw,2020-08-12T13:43:50Z,
1987 DAWN TED WEDDING RECEPTION,S7MepT-YtRw,https://www.youtube.com/watch?v=S7MepT-YtRw,https://i9.ytimg.com/vi/S7MepT-YtRw/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLAMWGEsFRm9pyB3xjk56gshighCSw,2020-08-12T13:43:49Z,
1989 LINDSAY DANCE,iV-lWq79s98,https://www.youtube.com/watch?v=iV-lWq79s98,https://i9.ytimg.com/vi/iV-lWq79s98/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLBMtEmk8vjzXtMSpsuQpcOPW3006Q,2020-08-12T13:43:57Z,
1980 Severinos at the Cabin,MlUZ2-_m3mQ,https://www.youtube.com/watch?v=MlUZ2-_m3mQ,https://i9.ytimg.com/vi/MlUZ2-_m3mQ/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLDddN_3lb9jfMZ6t1Mag1N6warH9w,2020-08-12T13:43:54Z,
1989 LUKE BASEBALL,RSoIXy8Ae2E,https://www.youtube.com/watch?v=RSoIXy8Ae2E,https://i9.ytimg.com/vi/RSoIXy8Ae2E/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLB3_r0Wwq-HVxMZLQnRWVk9kFePvw,2020-08-12T13:43:53Z,
1988 SYLVIA ED SEATTLE,Ef47Xeh0hNo,https://www.youtube.com/watch?v=Ef47Xeh0hNo,https://i9.ytimg.com/vi/Ef47Xeh0hNo/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLDh8mEFjIo7hhfrajmp0uiX7qo3rQ,2020-08-12T13:43:52Z,
1988 PORTLAND TRIP,PRtNKIWw8ys,https://www.youtube.com/watch?v=PRtNKIWw8ys,https://i9.ytimg.com/vi/PRtNKIWw8ys/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLDnxm8kZjQcRHvaVKzKaVk-GTLqQQ,2020-08-12T13:43:52Z,
1965 thru 1968 CHRISTMAS,KUno35ra7fo,https://www.youtube.com/watch?v=KUno35ra7fo,https://i9.ytimg.com/vi/KUno35ra7fo/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLB83dRrJWEChEBjdZJdIdAPRrfAZw,2020-08-12T13:43:51Z,
1962 SUMMER & DEBBIES FIRST BIRTHDAY,kNFgIrt9ZMI,https://www.youtube.com/watch?v=kNFgIrt9ZMI,https://i9.ytimg.com/vi/kNFgIrt9ZMI/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLDqPIjzP4PQF_S34OU7x5Eh9wLv-g,2020-08-12T13:43:51Z,
1989 CHRISTMAS PARTY 2,IC9d-d-YJws,https://www.youtube.com/watch?v=IC9d-d-YJws,https://i9.ytimg.com/vi/IC9d-d-YJws/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLBuQQ-of5SwP5muwiBBV7EvA9_PZw,2020-08-12T13:43:50Z,
1987 DAWN TED WEDDING RECEPTION,S7MepT-YtRw,https://www.youtube.com/watch?v=S7MepT-YtRw,https://i9.ytimg.com/vi/S7MepT-YtRw/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLAMWGEsFRm9pyB3xjk56gshighCSw,2020-08-12T13:43:49Z,
1988 CHRISTMAS SEVERINOS,obnZtVbN1vo,https://www.youtube.com/watch?v=obnZtVbN1vo,https://i9.ytimg.com/vi/obnZtVbN1vo/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLDX4Elnl2bpPSzqcRHgNQQpLCYskg,2020-08-12T13:43:47Z,
1988 HANS RINGDAHLS 99TH,__bTBIULW8k,https://www.youtube.com/watch?v=__bTBIULW8k,https://i9.ytimg.com/vi/__bTBIULW8k/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLAW29wgeRtMyFSIKX8aKnUhY6CPVw,2020-08-12T13:43:46Z,
1987 FALL,YZqLGUhrygg,https://www.youtube.com/watch?v=YZqLGUhrygg,https://i9.ytimg.com/vi/YZqLGUhrygg/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLDt7TEpoP9XpYda4Bxqwdb1myDJsw,2020-08-12T13:43:45Z,
1989 HANS RINGDAHL 100TH,6fXLLwZPfOA,https://www.youtube.com/watch?v=6fXLLwZPfOA,https://i9.ytimg.com/vi/6fXLLwZPfOA/hqdefault.jpg?sqp=CPCHwtEG&rs=AOn4CLAwrsVyVtsQekxx4FWr6Sx-47dU1A,2020-08-12T13:43:43Z,
